timestamp,index,name,memory.used.MiB,memory.total.MiB,utilization.gpu,power.draw.W
2026/08/17 13:14:01.080, 0, NVIDIA A100-SXM4-80GB, 32658, 81920, 30, 256.70
2026/08/17 13:14:02.120, 0, NVIDIA A100-SXM4-80GB, 32658, 81920, 87, 267.64
2026/08/17 13:14:03.160, 0, NVIDIA A100-SXM4-80GB, 32658, 81920, 100, 166.17
2026/08/17 13:14:04.199, 0, NVIDIA A100-SXM4-80GB, 32658, 81920, 100, 269.05
2026/08/17 13:14:05.238, 0, NVIDIA A100-SXM4-80GB, 32658, 81920, 100, 271.98
2026/08/17 13:14:06.276, 0, NVIDIA A100-SXM4-80GB, 33030, 81920, 38, 261.04
2026/08/17 13:14:07.315, 0, NVIDIA A100-SXM4-80GB, 33086, 81920, 87, 290.40
2026/08/17 13:14:08.353, 0, NVIDIA A100-SXM4-80GB, 33158, 81920, 99, 132.11
2026/08/17 13:14:09.392, 0, NVIDIA A100-SXM4-80GB, 33158, 81920, 100, 251.92
2026/08/17 13:14:10.429, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 283.74
2026/08/17 13:14:11.468, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 146.29
2026/08/17 13:14:12.509, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 250.62
2026/08/17 13:14:13.549, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 270.64
2026/08/17 13:14:14.588, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 277.51
2026/08/17 13:14:15.629, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 266.36
2026/08/17 13:14:16.667, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.96
2026/08/17 13:14:17.710, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 278.08
2026/08/17 13:14:18.750, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 262.38
2026/08/17 13:14:19.788, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 266.36
2026/08/17 13:14:20.825, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 242.56
2026/08/17 13:14:21.868, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.44
2026/08/17 13:14:22.907, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 256.48
2026/08/17 13:14:23.947, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 258.35
2026/08/17 13:14:24.988, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 264.49
2026/08/17 13:14:26.029, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 267.18
2026/08/17 13:14:27.069, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 257.30
2026/08/17 13:14:28.111, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.66
2026/08/17 13:14:29.149, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 271.45
2026/08/17 13:14:30.187, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 258.06
2026/08/17 13:14:31.226, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.65
2026/08/17 13:14:32.265, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 270.84
2026/08/17 13:14:33.304, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 278.41
2026/08/17 13:14:34.341, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 250.57
2026/08/17 13:14:35.388, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 95, 211.61
2026/08/17 13:14:36.426, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 272.71
2026/08/17 13:14:37.465, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 88, 267.64
2026/08/17 13:14:38.503, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 248.46
2026/08/17 13:14:39.546, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 196.65
2026/08/17 13:14:40.585, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 264.49
2026/08/17 13:14:41.625, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 249.52
2026/08/17 13:14:42.663, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 97, 284.02
2026/08/17 13:14:43.701, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 259.70
2026/08/17 13:14:44.739, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.90
2026/08/17 13:14:45.783, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 85, 263.44
2026/08/17 13:14:46.820, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 281.34
2026/08/17 13:14:47.863, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 129.47
2026/08/17 13:14:48.900, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.55
2026/08/17 13:14:49.943, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 267.92
2026/08/17 13:14:50.980, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 264.47
2026/08/17 13:14:52.018, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.58
2026/08/17 13:14:53.055, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 171.50
2026/08/17 13:14:54.100, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 265.84
2026/08/17 13:14:55.137, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 260.75
2026/08/17 13:14:56.178, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 249.28
2026/08/17 13:14:57.216, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 280.81
2026/08/17 13:14:58.259, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 291.74
2026/08/17 13:14:59.296, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.58
2026/08/17 13:15:00.343, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 271.95
2026/08/17 13:15:01.383, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 267.11
2026/08/17 13:15:02.424, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 273.85
2026/08/17 13:15:03.463, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 275.96
2026/08/17 13:15:04.502, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 258.35
2026/08/17 13:15:05.543, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 269.29
2026/08/17 13:15:06.584, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 250.34
2026/08/17 13:15:07.622, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 271.69
2026/08/17 13:15:08.661, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 267.95
2026/08/17 13:15:09.699, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 255.42
2026/08/17 13:15:10.737, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 268.24
2026/08/17 13:15:11.777, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 292.56
2026/08/17 13:15:12.820, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 266.08
2026/08/17 13:15:13.861, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 267.39
2026/08/17 13:15:14.900, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 295.67
2026/08/17 13:15:15.937, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 259.39
2026/08/17 13:15:16.980, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 275.43
2026/08/17 13:15:18.019, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 280.28
2026/08/17 13:15:19.063, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 252.45
2026/08/17 13:15:20.102, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 195.77
2026/08/17 13:15:21.142, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 259.70
2026/08/17 13:15:22.180, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 199.86
2026/08/17 13:15:23.221, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 264.49
2026/08/17 13:15:24.258, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.79
2026/08/17 13:15:25.295, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 272.80
2026/08/17 13:15:26.338, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 278.41
2026/08/17 13:15:27.375, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 99, 260.51
2026/08/17 13:15:28.418, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 91, 273.53
2026/08/17 13:15:29.457, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 277.30
2026/08/17 13:15:30.504, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 278.94
2026/08/17 13:15:31.544, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 281.24
2026/08/17 13:15:32.598, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 270.32
2026/08/17 13:15:33.637, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 184.07
2026/08/17 13:15:34.675, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 262.84
2026/08/17 13:15:35.714, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 265.55
2026/08/17 13:15:36.754, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 262.91
2026/08/17 13:15:37.792, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 266.08
2026/08/17 13:15:38.836, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 272.50
2026/08/17 13:15:39.874, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.58
2026/08/17 13:15:40.917, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 52, 275.20
2026/08/17 13:15:41.955, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 96, 261.28
2026/08/17 13:15:42.998, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 260.51
2026/08/17 13:15:44.038, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.50
2026/08/17 13:15:45.079, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 271.14
2026/08/17 13:15:46.117, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 259.63
2026/08/17 13:15:47.156, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 271.16
2026/08/17 13:15:48.194, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 185.65
2026/08/17 13:15:49.234, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 278.65
2026/08/17 13:15:50.271, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 263.89
2026/08/17 13:15:51.318, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 281.82
2026/08/17 13:15:52.357, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 295.20
2026/08/17 13:15:53.394, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 265.55
2026/08/17 13:15:54.434, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 271.98
2026/08/17 13:15:55.476, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 243.38
2026/08/17 13:15:56.513, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 238.29
2026/08/17 13:15:57.556, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 252.96
2026/08/17 13:15:58.594, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 264.47
2026/08/17 13:15:59.635, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.55
2026/08/17 13:16:00.674, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 269.29
2026/08/17 13:16:01.716, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 284.02
2026/08/17 13:16:02.753, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 287.72
2026/08/17 13:16:03.796, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 267.18
2026/08/17 13:16:04.834, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 229.77
2026/08/17 13:16:05.876, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 55, 91.60
2026/08/17 13:16:06.916, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 252.21
2026/08/17 13:16:07.955, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 265.53
2026/08/17 13:16:08.992, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 268.45
2026/08/17 13:16:10.037, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 239.92
2026/08/17 13:16:11.075, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 251.91
2026/08/17 13:16:12.115, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 275.40
2026/08/17 13:16:13.153, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 88, 269.26
2026/08/17 13:16:14.195, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 269.29
2026/08/17 13:16:15.233, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 276.54
2026/08/17 13:16:16.276, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.02
2026/08/17 13:16:17.315, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 261.80
2026/08/17 13:16:18.363, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 272.27
2026/08/17 13:16:19.406, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 260.20
2026/08/17 13:16:20.445, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 253.79
2026/08/17 13:16:21.484, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 270.32
2026/08/17 13:16:22.521, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 269.29
2026/08/17 13:16:23.560, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 273.00
2026/08/17 13:16:24.598, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 262.07
2026/08/17 13:16:25.639, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 273.00
2026/08/17 13:16:26.678, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 278.08
2026/08/17 13:16:27.720, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 264.49
2026/08/17 13:16:28.758, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 259.93
2026/08/17 13:16:29.796, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 277.60
2026/08/17 13:16:30.834, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 239.92
2026/08/17 13:16:31.875, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 258.58
2026/08/17 13:16:32.913, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 271.69
2026/08/17 13:16:33.954, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 243.66
2026/08/17 13:16:34.992, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 276.78
2026/08/17 13:16:36.031, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 264.78
2026/08/17 13:16:37.070, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 255.66
2026/08/17 13:16:38.115, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 268.76
2026/08/17 13:16:39.153, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 271.16
2026/08/17 13:16:40.191, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 230.04
2026/08/17 13:16:41.230, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 230.57
2026/08/17 13:16:42.269, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 256.48
2026/08/17 13:16:43.307, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 255.95
2026/08/17 13:16:44.346, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 267.95
2026/08/17 13:16:45.392, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 280.52
2026/08/17 13:16:46.430, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 276.98
2026/08/17 13:16:47.474, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 278.85
2026/08/17 13:16:48.514, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 265.24
2026/08/17 13:16:49.551, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 26, 260.22
2026/08/17 13:16:50.588, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 268.52
2026/08/17 13:16:51.633, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 285.80
2026/08/17 13:16:52.671, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 262.84
2026/08/17 13:16:53.709, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 269.29
2026/08/17 13:16:54.746, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 124.38
2026/08/17 13:16:55.790, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 279.99
2026/08/17 13:16:56.828, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 254.32
2026/08/17 13:16:57.869, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 265.76
2026/08/17 13:16:58.907, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 273.24
2026/08/17 13:16:59.948, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.06
2026/08/17 13:17:00.986, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 256.48
2026/08/17 13:17:02.026, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 88, 271.98
2026/08/17 13:17:03.065, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 257.54
2026/08/17 13:17:04.110, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 35, 265.31
2026/08/17 13:17:05.146, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.58
2026/08/17 13:17:06.184, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 244.72
2026/08/17 13:17:07.223, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 284.55
2026/08/17 13:17:08.261, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 269.82
2026/08/17 13:17:09.303, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 274.87
2026/08/17 13:17:10.340, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 261.28
2026/08/17 13:17:11.379, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 278.08
2026/08/17 13:17:12.420, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 271.98
2026/08/17 13:17:13.457, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 270.60
2026/08/17 13:17:14.495, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.37
2026/08/17 13:17:15.533, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 256.99
2026/08/17 13:17:16.570, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 75, 91.47
2026/08/17 13:17:17.613, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 263.37
2026/08/17 13:17:18.650, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 185.44
2026/08/17 13:17:19.688, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 268.21
2026/08/17 13:17:20.728, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 266.36
2026/08/17 13:17:21.765, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 242.85
2026/08/17 13:17:22.809, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 268.21
2026/08/17 13:17:23.849, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 280.52
2026/08/17 13:17:24.894, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 268.76
2026/08/17 13:17:25.936, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 224.14
2026/08/17 13:17:26.974, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 237.52
2026/08/17 13:17:28.012, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 262.60
2026/08/17 13:17:29.055, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 272.18
2026/08/17 13:17:30.094, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 245.25
2026/08/17 13:17:31.137, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 239.36
2026/08/17 13:17:32.177, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 279.18
2026/08/17 13:17:33.219, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 98, 258.88
2026/08/17 13:17:34.258, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 87, 270.40
2026/08/17 13:17:35.296, 0, NVIDIA A100-SXM4-80GB, 33160, 81920, 100, 257.52
